,INSTITUTIONCODE,REPORTINGDATE,DESCRIPTIONNO,PARTICULARS,AMOUNT
28829,MF73,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),435299353.09
28830,MF73,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
28831,MF73,2024-06-30,44,           (ii) Borrowing from Shareholders   ,435299353.09
28832,MF73,2024-06-30,45,           (iii) Other Borrowings,0.0
28833,MF73,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
28834,MF73,2024-06-30,47,11.TAX PAYABLES,3607471.0
28835,MF73,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
28836,MF73,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,339879392.59
28837,MF73,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),778786216.68
28838,MF73,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),-287581071.49
28839,MF73,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,20000011.25
28840,MF73,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
28841,MF73,2024-06-30,54,    (c) Capital Grants,0.0
28842,MF73,2024-06-30,55, (d) Donations,0.0
28843,MF73,2024-06-30,56,    (e) Share Premium,0.0
28844,MF73,2024-06-30,57,    (f) General Reserves,0.0
28845,MF73,2024-06-30,58,    (g) Retained Earnings,0.0
28846,MF73,2024-06-30,59,    (h) Profit/Loss,-307912549.89
28847,MF73,2024-06-30,60,    (i) Other Reserves,331467.15
28848,MF73,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),491205145.19
28849,M316,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,351911436.56
28850,M316,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",217307152.85
28851,M316,2024-06-30,24,"    (a) Property, Plant and Equipment",509851492.4
28852,M316,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),292544339.55
28853,M316,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),1693127668.0
28854,M316,2024-06-30,27,    (a) Receivables,1506703445.94
28855,M316,2024-06-30,28,    (b) Prepaid Expenses,0.0
28856,M316,2024-06-30,29,    (c )Deffered Tax Assets,0.0
28857,M316,2024-06-30,30,    (d )Intangible Assets,0.0
28858,M316,2024-06-30,31,    (e) Miscellaneous Assets,186424222.06
28859,M316,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
28860,M316,2024-06-30,33,7. TOTAL ASSETS ,20550151961.56
28861,M316,2024-06-30,34,8. LIABILITIES,0.0
28862,M316,2024-06-30,35,9.  BORROWINGS (sum a:b),7619390469.9
28863,M316,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),6366375469.9
28864,M316,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,1200000000.0
28865,M316,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,1270000000.0
28866,M316,2024-06-30,39,          (iii) Borrowing from Shareholders   ,1229000000.0
28867,M316,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
28868,M316,2024-06-30,41,          (v) Other Borrowings,2667375469.9
28869,M316,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),1253015000.0
28870,M316,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,1253015000.0
28871,M316,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
28872,M316,2024-06-30,45,           (iii) Other Borrowings,0.0
28873,M316,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
28874,M316,2024-06-30,47,11.TAX PAYABLES,1478434501.24
28875,M316,2024-06-30,48,12. DIVIDEND PAYABLES,618724429.08
28876,M316,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,802130056.04
28877,M316,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),10518679456.26
28878,M316,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),10031472505.3
28879,M316,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,2000656000.0
28880,M316,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
28881,M316,2024-06-30,54,    (c) Capital Grants,0.0
28882,M316,2024-06-30,55, (d) Donations,0.0
28883,M316,2024-06-30,56,    (e) Share Premium,0.0
28884,M316,2024-06-30,57,    (f) General Reserves,322515000.0
28885,M316,2024-06-30,58,    (g) Retained Earnings,6274201102.34
28886,M316,2024-06-30,59,    (h) Profit/Loss,1434100402.96
28887,M316,2024-06-30,60,    (i) Other Reserves,0.0
28888,M316,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),20550151961.56
28889,M316,2024-06-30,21,     (d) Accrued Interest on Loans ,426575738.46
28890,M890,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),15000000.0
28891,M890,2024-06-30,2,    (a) Cash in Hand,15000000.0
28892,M890,2024-06-30,3,    (b) Balances with  Banks and Financial Institutions (sum i:ii),0.0
28893,M890,2024-06-30,4,(i) Non-Agent Banking  Balances,0.0
28894,M890,2024-06-30,5,(ii) Agent-Banking Balances,0.0
28895,M890,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
28896,M890,2024-06-30,7,    (d) MNOs Float  Balances,0.0
28897,M890,2024-06-30,8,2. INVESTMENT IN DEBT SECURITIES - NET (Sum a:d minus e),0.0
28898,M890,2024-06-30,9,    (a )Treasury Bills,0.0
28899,M890,2024-06-30,10,    (b) Other Government Securities,0.0
28900,M890,2024-06-30,11,    (c) Private Securities,0.0
28901,M890,2024-06-30,12,    (d) Others,0.0
28902,M890,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
28903,M890,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
28904,M890,2024-06-30,15,    (a) Equity Investment,0.0
28905,M890,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
28906,M890,2024-06-30,17,4. LOANS - NET (sum a:d less e),80262370.45
28907,M890,2024-06-30,18,     (a) Loans to Clients,81073101.46
28908,M890,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
28909,M890,2024-06-30,20,     (c)Loans to other Microfinance Service Providers,0.0
28910,M890,2024-06-30,21,     (d) Accrued Interest on Loans ,0.0
28911,M890,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,810731.01
28912,M890,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",4500000.02
28913,M890,2024-06-30,24,"    (a) Property, Plant and Equipment",7660000.0
28914,M890,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),3159999.98
28915,M890,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),0.0
28916,M890,2024-06-30,27,    (a) Receivables,0.0
28917,M890,2024-06-30,28,    (b) Prepaid Expenses,0.0
28918,M890,2024-06-30,29,    (c )Deffered Tax Assets,0.0
28919,M890,2024-06-30,30,    (d )Intangible Assets,0.0
28920,M890,2024-06-30,31,    (e) Miscellaneous Assets,0.0
28921,M890,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
28922,M890,2024-06-30,33,7. TOTAL ASSETS ,99762370.47
28923,M890,2024-06-30,34,8. LIABILITIES,0.0
28924,M890,2024-06-30,35,9.  BORROWINGS (sum a:b),0.0
28925,M890,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),0.0
28926,M890,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
28927,M890,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
28928,M890,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
28929,M890,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
28930,M890,2024-06-30,41,          (v) Other Borrowings,0.0
28931,M890,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
28932,M890,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
28933,M890,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
28934,M890,2024-06-30,45,           (iii) Other Borrowings,0.0
28935,M890,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
28936,M890,2024-06-30,47,11.TAX PAYABLES,0.0
28937,M890,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
28938,M890,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,0.0
28939,M890,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),0.0
28940,M890,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),99762370.46
28941,M890,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,20000000.0
28942,M890,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
28943,M890,2024-06-30,54,    (c) Capital Grants,0.0
28944,M890,2024-06-30,55, (d) Donations,0.0
28945,M890,2024-06-30,56,    (e) Share Premium,0.0
28946,M890,2024-06-30,57,    (f) General Reserves,62300000.0
28947,M890,2024-06-30,58,    (g) Retained Earnings,7667101.48
28948,M890,2024-06-30,59,    (h) Profit/Loss,9795268.99
28949,M890,2024-06-30,60,    (i) Other Reserves,0.0
28950,M890,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),99762370.46
28951,MF07,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
28952,MF07,2024-06-30,41,          (v) Other Borrowings,0.0
28953,MF07,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
28954,MF07,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
28955,MF07,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
28956,MF07,2024-06-30,45,           (iii) Other Borrowings,0.0
28957,MF07,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
28958,MF07,2024-06-30,47,11.TAX PAYABLES,0.0
28959,MF07,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
28960,MF07,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,0.0
28961,MF07,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),0.0
28962,MF07,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),26455000.0
28963,MF07,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,20000000.0
28964,MF07,2024-06-30,53,    (b) Paid-up Preference Shares,365000.0
28965,MF07,2024-06-30,54,    (c) Capital Grants,0.0
28966,MF07,2024-06-30,55, (d) Donations,0.0
28967,MF07,2024-06-30,56,    (e) Share Premium,0.0
28968,MF07,2024-06-30,57,    (f) General Reserves,5000000.0
28969,MF07,2024-06-30,58,    (g) Retained Earnings,985000.0
28970,MF07,2024-06-30,59,    (h) Profit/Loss,105000.0
28971,MF07,2024-06-30,60,    (i) Other Reserves,0.0
28972,MF07,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),26455000.0
28973,MF07,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
28974,M277,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),29286754.0
28975,M277,2024-06-30,2,    (a) Cash in Hand,20100000.0
28976,M277,2024-06-30,3,    (b) Balances with  Banks and Financial Institutions (sum i:ii),8960000.0
28977,M277,2024-06-30,4,(i) Non-Agent Banking  Balances,4060000.0
28978,M277,2024-06-30,5,(ii) Agent-Banking Balances,4900000.0
28979,M277,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
28980,M277,2024-06-30,7,    (d) MNOs Float  Balances,226754.0
28981,M277,2024-06-30,8,2. INVESTMENT IN DEBT SECURITIES - NET (Sum a:d minus e),0.0
28982,M277,2024-06-30,9,    (a )Treasury Bills,0.0
28983,M277,2024-06-30,10,    (b) Other Government Securities,0.0
28984,M277,2024-06-30,11,    (c) Private Securities,0.0
28985,M277,2024-06-30,12,    (d) Others,0.0
28986,M277,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
28987,M277,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
28988,M277,2024-06-30,15,    (a) Equity Investment,0.0
28989,M277,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
28990,M277,2024-06-30,17,4. LOANS - NET (sum a:d less e),289001299.2
28991,M277,2024-06-30,18,     (a) Loans to Clients,237861151.59
28992,M277,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
28993,M277,2024-06-30,20,     (c)Loans to other Microfinance Service Providers,0.0
28994,M277,2024-06-30,21,     (d) Accrued Interest on Loans ,59465287.9
28995,M277,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,8325140.29
28996,M277,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",6658900.6
28997,M277,2024-06-30,24,"    (a) Property, Plant and Equipment",7304600.6
28998,M277,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),645700.0
28999,M277,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),0.0
29000,M277,2024-06-30,27,    (a) Receivables,0.0
29001,M277,2024-06-30,28,    (b) Prepaid Expenses,0.0
29002,M277,2024-06-30,29,    (c )Deffered Tax Assets,0.0
29003,M277,2024-06-30,30,    (d )Intangible Assets,0.0
29004,M277,2024-06-30,31,    (e) Miscellaneous Assets,0.0
29005,M277,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
29006,M277,2024-06-30,33,7. TOTAL ASSETS ,324946953.8
29007,M277,2024-06-30,34,8. LIABILITIES,0.0
29008,M277,2024-06-30,35,9.  BORROWINGS (sum a:b),80000000.0
29009,M277,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),80000000.0
29010,M277,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
29011,M277,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,80000000.0
29012,M277,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
29013,M277,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
29014,M277,2024-06-30,41,          (v) Other Borrowings,0.0
29015,M277,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
29016,M277,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
29017,M277,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
29018,M277,2024-06-30,45,           (iii) Other Borrowings,0.0
29019,M277,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
29020,M277,2024-06-30,47,11.TAX PAYABLES,5960040.0
29021,M277,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
29022,M277,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,0.0
29023,M277,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),85960040.0
29024,M277,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),238986914.0
29025,M277,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,75000000.0
29026,M277,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
29027,M277,2024-06-30,54,    (c) Capital Grants,0.0
29028,M277,2024-06-30,55, (d) Donations,0.0
29029,M277,2024-06-30,56,    (e) Share Premium,0.0
29030,M277,2024-06-30,57,    (f) General Reserves,0.0
29031,M277,2024-06-30,58,    (g) Retained Earnings,131864579.0
29032,M277,2024-06-30,59,    (h) Profit/Loss,32122335.0
29033,M277,2024-06-30,60,    (i) Other Reserves,0.0
29034,M277,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),324946954.0
29035,M200,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),45812532.0
29036,M200,2024-06-30,2,    (a) Cash in Hand,11794000.0
29037,M200,2024-06-30,3,    (b) Balances with  Banks and Financial Institutions (sum i:ii),34018532.0
29038,M200,2024-06-30,4,(i) Non-Agent Banking  Balances,34018532.0
29039,M200,2024-06-30,5,(ii) Agent-Banking Balances,0.0
29040,M200,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
29041,M200,2024-06-30,7,    (d) MNOs Float  Balances,0.0
29042,M200,2024-06-30,8,2. INVESTMENT IN DEBT SECURITIES - NET (Sum a:d minus e),0.0
29043,M200,2024-06-30,9,    (a )Treasury Bills,0.0
29044,M200,2024-06-30,10,    (b) Other Government Securities,0.0
29045,M200,2024-06-30,11,    (c) Private Securities,0.0
29046,M200,2024-06-30,12,    (d) Others,0.0
29047,M200,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
29048,M200,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
29049,M200,2024-06-30,15,    (a) Equity Investment,0.0
29050,M200,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
29051,M200,2024-06-30,17,4. LOANS - NET (sum a:d less e),152323700.0
29052,M200,2024-06-30,18,     (a) Loans to Clients,132578500.0
29053,M200,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
29054,M200,2024-06-30,20,     (c)Loans to other Microfinance Service Providers,0.0
29055,M200,2024-06-30,21,     (d) Accrued Interest on Loans ,19745200.0
29056,M200,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,0.0
29057,M200,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",12192656.75
29058,M200,2024-06-30,24,"    (a) Property, Plant and Equipment",40360000.0
29059,M200,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),28167343.25
29060,M200,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),0.0
29061,M200,2024-06-30,27,    (a) Receivables,0.0
29062,M200,2024-06-30,28,    (b) Prepaid Expenses,0.0
29063,M200,2024-06-30,29,    (c )Deffered Tax Assets,0.0
29064,M200,2024-06-30,30,    (d )Intangible Assets,0.0
29065,M200,2024-06-30,31,    (e) Miscellaneous Assets,0.0
29066,M200,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
29067,M200,2024-06-30,33,7. TOTAL ASSETS ,210328888.75
29068,M200,2024-06-30,34,8. LIABILITIES,0.0
29069,M200,2024-06-30,35,9.  BORROWINGS (sum a:b),0.0
29070,M200,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),0.0
29071,M200,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
29072,M200,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
29073,M200,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
29074,M200,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
29075,M200,2024-06-30,41,          (v) Other Borrowings,0.0
29076,M200,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
29077,M200,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
29078,M200,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
29079,M200,2024-06-30,45,           (iii) Other Borrowings,0.0
29080,M200,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
29081,M200,2024-06-30,47,11.TAX PAYABLES,0.0
29082,M200,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
29083,M200,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,0.0
29084,M200,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),0.0
29085,M200,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),210328889.0
29086,M200,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,100000000.0
29087,M200,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
29088,M200,2024-06-30,54,    (c) Capital Grants,0.0
29089,M200,2024-06-30,55, (d) Donations,0.0
29090,M200,2024-06-30,56,    (e) Share Premium,0.0
29091,M200,2024-06-30,57,    (f) General Reserves,0.0
29092,M200,2024-06-30,58,    (g) Retained Earnings,69102089.0
29093,M200,2024-06-30,59,    (h) Profit/Loss,11226800.0
29094,M200,2024-06-30,60,    (i) Other Reserves,30000000.0
29095,M200,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),210328889.0
29096,MF92,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),4476999.77
29097,MF92,2024-06-30,2,    (a) Cash in Hand,4476999.77
29098,MF92,2024-06-30,3,    (b) Balances with  Banks and Financial Institutions (sum i:ii),0.0
29099,MF92,2024-06-30,4,(i) Non-Agent Banking  Balances,0.0
29100,MF92,2024-06-30,5,(ii) Agent-Banking Balances,0.0
29101,MF92,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
29102,MF92,2024-06-30,7,    (d) MNOs Float  Balances,0.0
29103,MF92,2024-06-30,8,2. INVESTMENT IN DEBT SECURITIES - NET (Sum a:d minus e),0.0
29104,MF92,2024-06-30,9,    (a )Treasury Bills,0.0
29105,MF92,2024-06-30,10,    (b) Other Government Securities,0.0
29106,MF92,2024-06-30,11,    (c) Private Securities,0.0
29107,MF92,2024-06-30,12,    (d) Others,0.0
29108,MF92,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
29109,MF92,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
29110,MF92,2024-06-30,15,    (a) Equity Investment,0.0
29111,MF92,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
29112,MF92,2024-06-30,17,4. LOANS - NET (sum a:d less e),24367266.0
29113,MF92,2024-06-30,18,     (a) Loans to Clients,24613400.0
29114,MF92,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
29115,MF92,2024-06-30,20,     (c)Loans to other Microfinance Service Providers,0.0
29116,MF92,2024-06-30,21,     (d) Accrued Interest on Loans ,0.0
29117,MF92,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,246134.0
29118,MF92,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",8322875.0
29119,MF92,2024-06-30,24,"    (a) Property, Plant and Equipment",12106000.0
29120,MF92,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),3783125.0
29121,MF92,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),0.0
29122,MF92,2024-06-30,27,    (a) Receivables,0.0
29123,MF92,2024-06-30,28,    (b) Prepaid Expenses,0.0
29124,MF92,2024-06-30,29,    (c )Deffered Tax Assets,0.0
29125,MF92,2024-06-30,30,    (d )Intangible Assets,0.0
29126,MF92,2024-06-30,31,    (e) Miscellaneous Assets,0.0
29127,MF92,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
